gene	miRNA	utrprism	utrprism_replicate_sd	full_model_zero_coverage	sequence_only	coverage_gain_vs_zero	n_sites	site_coverage_mean	site_coverage_sd	miranda_score_max	miranda_energy_min	ko_mean	wt_mean	mrna_log2_ko_wt	clip_peak_count	clip_wt_ko_log2fc_max	clip_wt_ko_log2fc_mean	clip_support
Cpne5	mmu-miR-122-5p	0.0559291191399097	0.0035433592553061	0.0534532330930233	0.0728634148836135	0.0024758860468864	1	0.0	0.0	145.0	-21.09	0.151606272	0.15183417	-0.0013061617997185	0.0	0.0	0.0	False
Crhr1	mmu-miR-122-5p	0.0686377510428428	0.0	0.0686377510428428	0.0983994081616401	0.0	1	0.0	0.0	142.0	-21.86	0.0	0.0	0.0	0.0	0.0	0.0	False
Cryl1	mmu-miR-122-5p	0.1197166830301284	0.0031747141811241	0.0984730571508407	0.1369473785161972	0.0212436258792877	1	3.044	0.5680668974689513	141.0	-21.16	2.82400215675	7.329462722600001	-1.3453135075499598	0.0	0.0	0.0	False
Csf1r	mmu-miR-122-5p	0.0882486775517463	0.0010276467539297	0.0611315406858921	0.0821259915828704	0.0271171368658542	1	1.8446	0.564373812291109	141.0	-27.77	19.0953422875	9.4965755286	1.0001646992009976	0.0	0.0	0.0	False
Csf2rb	mmu-miR-122-5p	0.1026395380496978	0.0055279013890738	0.0622249692678451	0.0799490809440612	0.0404145687818527	1	1.598	0.7258667233039409	151.0	-20.25	4.07635270825	2.0684700158	0.9455660632364408	1.0	4.243742993	4.243742993	True
Csf2rb2	mmu-miR-122-5p	0.1010820552706718	0.0078268762105904	0.0734159871935844	0.0971563607454299	0.0276660680770874	1	0.3922	0.2572599852289508	151.0	-20.25	0.8188462402500001	0.3419147916	1.0560552398616332	0.0	0.0	0.0	False
Csf3r	mmu-miR-122-5p	0.2040038019418716	0.0109377376939444	0.1049437373876571	0.1326560974121093	0.0990600645542144	1	0.5902	0.3832873595619871	149.0	-21.14	1.6822865187499998	0.6052899576	1.3374408789448191	0.0	0.0	0.0	False
Csnk1g1	mmu-miR-122-5p	0.0716459318995475	0.0025672088032431	0.0680359005928039	0.0847700163722038	0.0036100313067436	1	0.808	0.4889452934633894	143.0	-22.18	1.991875514	0.9768674158	0.9579563645778392	1.0	4.037292116	4.037292116	True
Csnk2a2	mmu-miR-122-5p	0.0754926607012748	0.0018107213688544	0.0591034442186355	0.0722678899765014	0.0163892164826393	1	2.5086	0.5764319560884875	146.0	-21.42	3.9702486145	4.1651602044	-0.0674830135598111	0.0	0.0	0.0	False
Cst6	mmu-miR-122-5p	0.0619976744055748	0.0	0.0619976744055748	0.0917821526527404	0.0	1	0.0	0.0	148.0	-20.45	0.0066968425	0.0210161718	-0.1816823697518357	0.0	0.0	0.0	False
Ctdnep1	mmu-miR-122-5p	0.1119739904999733	0.0017095999739601	0.0671398416161537	0.1313668042421341	0.0448341488838195	1	3.983	0.6743400477503914	157.0	-22.01	21.5235337775	12.8652176564	0.7379558855903522	2.0	3.526676957	3.148244381	True
Ctdspl	mmu-miR-122-5p	0.0771926596760749	0.0030482650755024	0.0626571103930473	0.0809609815478324	0.0145355492830276	1	1.6472000000000002	0.6821588524676638	143.0	-21.11	1.277177656	1.1054997651999998	0.1920833092834384	2.0	2.999817411	2.984469012	True
Ctnna3	mmu-miR-122-5p	0.0533346623182296	0.0013658904762334	0.0527238175272941	0.0699201300740242	0.0006108447909355	1	0.0	0.0	148.0	-21.84	0.00682488875	0.0095361355999999	-0.0361590739924389	0.0	0.0	0.0	False
Ctnnd1	mmu-miR-122-5p	0.0723579250276088	0.006354634925337	0.0564518421888351	0.075990617275238	0.0159060828387737	1	4.649799999999999	0.4999376961182261	153.0	-21.92	11.4057689075	8.6460617518	0.3956519594506258	1.0	-0.307003792	-0.307003792	True
Ctsd	mmu-miR-122-5p	0.1273346468806266	0.003316260645331	0.0991772636771202	0.1035221889615058	0.0281573832035064	1	7.111	0.5740579239066385	153.0	-24.14	138.2986312	125.04062936	0.1452794095982447	0.0	0.0	0.0	False
Ctsz	mmu-miR-122-5p	0.0861808061599731	0.0040826899252196	0.0503085516393184	0.0768942460417747	0.0358722545206546	1	3.3804000000000003	0.4947335646587969	155.0	-20.92	88.7114444625	143.79745336000002	-0.6962235571397052	0.0	0.0	0.0	False
Cttnbp2nl	mmu-miR-122-5p	0.1035479366779327	0.006313572426814	0.071200355887413	0.1043323054909706	0.0323475807905197	1	0.889	0.5245917460273275	154.0	-20.51	2.154868009	1.065953161	0.9515331529762796	0.0	0.0	0.0	False
Cutal	mmu-miR-122-5p	0.117311055958271	0.0026696635799665	0.0794169828295707	0.1117466688156127	0.0378940731287002	1	4.4588	0.3315172695350876	144.0	-22.34	2.7130103989250003	7.729041919599998	-1.4767208823465474	0.0	0.0	0.0	False
Cux1	mmu-miR-122-5p	0.0755690455436706	0.0058360131396168	0.0564256571233272	0.0634571239352226	0.0191433884203433	2	0.3524	0.2926265538190272	152.0	-24.79	4.00933288	3.824697284	0.066322820255936	2.0	2.796284016	2.566568207	True
Cxcl11	mmu-miR-122-5p	0.1362921625375747	0.0046379192822405	0.0875775068998336	0.1486946493387222	0.048714655637741	1	1.225	0.6945570530921128	153.0	-20.91	0.1886197305	0.7480772324	-1.555025725508451	0.0	0.0	0.0	False
Cxcl12	mmu-miR-122-5p	0.0749413698911666	0.0020075086629723	0.0500965751707553	0.0738605335354805	0.0248447947204113	1	2.2350000000000003	0.6682065548915245	145.0	-23.4	131.69664255	72.122166284	0.8678000196294741	3.0	4.77425771	3.300111538666666	True
Cxcr3	mmu-miR-122-5p	0.1203193008899688	0.0181462184462969	0.0966278687119484	0.1497068554162979	0.0236914321780204	1	0.492	0.2977297432236154	145.0	-21.04	0.400165301	0.1941338208	0.7659322927468665	0.0	0.0	0.0	False
Cyp11b1	mmu-miR-122-5p	0.0743237569928169	0.0234043877517994	0.0638569965958595	0.1110325008630752	0.0104667603969574	1	0.3266	0.7302998014514313	164.0	-25.12	0.1784715537499999	0.3042097164	-0.5375740398414602	0.0	0.0	0.0	False
Cyp11b2	mmu-miR-122-5p	0.086399732530117	0.0104322908744561	0.080593504011631	0.1034836247563362	0.005806228518486	1	0.1278	0.2857694875244731	155.0	-25.12	0.083664996	0.0	0.8770766949891944	0.0	0.0	0.0	False
Cyp4x1	mmu-miR-122-5p	0.0756438821554184	0.0	0.0756438821554184	0.0809451714158058	0.0	1	0.0	0.0	155.0	-22.21	0.40456524125	0.761720547	-0.772179259518253	0.0	0.0	0.0	False
Cyth1	mmu-miR-122-5p	0.1044699013233184	0.005714699697531	0.0698307231068611	0.0935775265097618	0.0346391782164573	1	2.7726	0.965005077706848	158.0	-20.81	7.13163902825	7.3097210428000015	-0.0350965632130308	0.0	0.0	0.0	False
D630039A03Rik	mmu-miR-122-5p	0.093898457288742	0.0026611024633321	0.070281408727169	0.1014483273029327	0.023617048561573	2	2.1122	0.4376542013964907	154.0	-21.17	6.99313404675	5.2317472376	0.4118148239099639	1.0	3.559244819	3.559244819	True
D630045J12Rik	mmu-miR-122-5p	0.0779790058732032	0.0011102818838398	0.0607878826558589	0.0835502669215202	0.0171911232173442	1	0.8812000000000001	0.5212578056969507	152.0	-20.6	0.28268134525	0.2238466076	0.2408329435230045	0.0	0.0	0.0	False
Daam1	mmu-miR-122-5p	0.0949180334806442	0.0028517081512069	0.0676190257072448	0.1076498180627822	0.0272990077733993	1	3.261	0.5236095873835773	141.0	-20.01	10.929124256	9.12130582	0.2582752725136519	0.0	0.0	0.0	False
Daam2	mmu-miR-122-5p	0.0789856269955635	0.0041024434991296	0.0673427656292915	0.0788896903395652	0.0116428613662719	1	0.2648	0.2509037664125431	144.0	-20.6	0.60954120625	0.4764196892	0.2997668549385827	0.0	0.0	0.0	False
Dact2	mmu-miR-122-5p	0.1139925554394722	0.0036915334923755	0.0893516317009925	0.1150948777794838	0.0246409237384796	1	2.7298	0.6420714134736105	140.0	-21.52	2.5170562055000003	3.5069834896000005	-0.4628479105108934	0.0	0.0	0.0	False
Daglb	mmu-miR-122-5p	0.080807901918888	0.0001748579520646	0.0643967017531395	0.0966613739728927	0.0164112001657485	1	5.105	0.4462353639056411	155.0	-22.6	2.67210426375	2.9650252768	-0.1449174508422605	0.0	0.0	0.0	False
Dapk1	mmu-miR-122-5p	0.1128904491662979	0.0033379862535398	0.0755979791283607	0.1148094236850738	0.0372924700379371	1	3.9260000000000006	0.8366304441030102	141.0	-23.77	7.676545778749999	9.5348980092	-0.3091399201779389	0.0	0.0	0.0	False
Ddr1	mmu-miR-122-5p	0.0990463465452194	0.0048517479550554	0.0808635279536247	0.1129244416952133	0.0181828185915946	1	0.4218	0.2455314643788042	150.0	-20.95	2.54831717425	0.167423849	3.3078758794843792	1.0	-1.122579221	-1.122579221	True
Ddx11	mmu-miR-122-5p	0.0639217659831047	0.0023961603851557	0.0570943318307399	0.0725524649024009	0.0068274341523647	1	0.0766	0.1049371240314885	140.0	-21.67	1.052763101	1.1803556096	-0.1514485022142759	0.0	0.0	0.0	False
Ddx51	mmu-miR-122-5p	0.099956376850605	0.0053213068325152	0.0768502131104469	0.0908020213246345	0.023106163740158	1	1.0616	0.5730809715912752	146.0	-21.45	2.1585118065	1.4045607207999995	0.5860301236843855	1.0	2.184849304	2.184849304	True
Ddx60	mmu-miR-122-5p	0.1478527814149856	0.0055470961156061	0.0927154719829559	0.171994462609291	0.0551373094320297	1	2.2822000000000005	0.448141383940381	168.0	-20.33	2.319500741	2.1535739066	0.102494616631679	1.0	4.980708588	4.980708588	True
Dennd5b	mmu-miR-122-5p	0.0841405600309372	0.0018287505123034	0.0597146488726139	0.0781961530447006	0.0244259111583232	1	3.0864	0.5595000446827506	143.0	-21.0	8.6233198655	10.883915374	-0.3324432190346271	0.0	0.0	0.0	False
Dennd6b	mmu-miR-122-5p	0.0762406289577484	0.006095012421606	0.0694581344723701	0.0833297744393348	0.0067824944853782	2	0.3676	0.4123182023631748	158.0	-24.36	0.96156006925	0.8704755992	0.1294221650091467	0.0	0.0	0.0	False
Dgke	mmu-miR-122-5p	0.0791908308863639	0.0022696558651517	0.0547714084386825	0.0824102833867073	0.0244194224476814	2	0.9414	0.5244800282184251	153.0	-21.91	0.44037200475	0.4980947324000001	-0.1464210770423242	1.0	0.488855491	0.488855491	True
Dgkq	mmu-miR-122-5p	0.0958143636584281	0.0046998141399725	0.0825720205903053	0.0996680334210395	0.0132423430681228	1	3.4584	0.8036310098546471	142.0	-21.75	1.2963991335	1.6391187456	-0.3166450752646047	1.0	2.921814899	2.921814899	True
Dhdh	mmu-miR-122-5p	0.0779759585857391	0.0020350421673075	0.0654814913868904	0.0699812024831771	0.0124944671988487	1	3.1746000000000003	0.6301815611393276	161.0	-21.66	32.141158752500004	52.767318464000006	-0.7134725567076698	0.0	0.0	0.0	False
Dhfr	mmu-miR-122-5p	0.0903944388031959	0.001367988619365	0.0607609637081623	0.094039648771286	0.0296334750950336	1	1.4894	0.5297941109525474	152.0	-22.33	12.3181472325	15.882649354	-0.3640566336963271	2.0	5.980708588	5.158780493	True
Dhrs9	mmu-miR-122-5p	0.1021465986967086	0.0092926637734389	0.0705693364143371	0.0986726731061935	0.0315772622823715	1	0.344	0.401114073550156	148.0	-20.02	3.534494179	1.0096692304	1.7116248919911274	0.0	0.0	0.0	False
Dhx36	mmu-miR-122-5p	0.1241339862346649	0.0024080947820412	0.0655816420912742	0.1282413750886917	0.0585523441433906	1	2.4018	0.5453693244031974	140.0	-21.16	11.00643908	15.58519167	-0.498006821322281	0.0	0.0	0.0	False
Diablo	mmu-miR-122-5p	0.0811063230037689	0.006431312203821	0.0757134929299354	0.0958619192242622	0.0053928300738334	1	0.0612	0.0912315734819914	156.0	-24.09	17.416742157499996	15.037784154000002	0.2105804397190626	0.0	0.0	0.0	False
Dip2c	mmu-miR-122-5p	0.0993350595235824	0.0023320816315536	0.0761679857969284	0.107513703405857	0.023167073726654	1	1.9832	0.7551239633331734	140.0	-22.48	1.9831689535	2.217326498	-0.1536814733958139	0.0	0.0	0.0	False
Dlat	mmu-miR-122-5p	0.0770926058292389	0.0026537657473044	0.0677980333566665	0.074919156730175	0.0092945724725723	1	3.5642000000000005	0.6417680266264438	142.0	-20.17	14.1939772775	13.467249935999998	0.0752790820263351	2.0	3.584779911	2.7134338085	True
Dlg2	mmu-miR-122-5p	0.0649396777153015	0.0058982580792165	0.0623018965125083	0.0853276476264	0.0026377812027931	1	0.0	0.0	142.0	-21.19	0.0238377099999999	0.0055796916	0.2301183416140953	1.0	-4.570038198	-4.570038198	True
Dlgap2	mmu-miR-122-5p	0.055299836397171	0.0030971515152479	0.0539147481322288	0.0601741299033165	0.0013850882649421	1	0.0	0.0	155.0	-21.56	0.0	0.0054309544	-0.0762985026772156	0.0	0.0	0.0	False
Dnajb9	mmu-miR-122-5p	0.1255284368991852	0.0026817138795938	0.0946893244981765	0.1907233595848083	0.0308391124010086	1	4.8962	0.366738599004795	146.0	-22.79	46.826634375	45.439873948	0.0432766943746345	0.0	0.0	0.0	False
Dnajc12	mmu-miR-122-5p	0.099295699596405	0.0016249345622842	0.0704728588461875	0.1058224216103553	0.0288228407502174	1	0.3114	0.2861333605156868	152.0	-20.24	10.9834164065	13.6987600872	-0.3161359835106074	0.0	0.0	0.0	False
Dnajc15	mmu-miR-122-5p	0.0777051448822021	0.0025955422567788	0.0572777353227138	0.0799837633967399	0.0204274095594882	3	0.6005999999999999	0.3295061456179535	168.0	-28.0	46.78015294	52.224512408	-0.1585096862631851	0.0	0.0	0.0	False
Dnajc3	mmu-miR-122-5p	0.0917310401797294	0.0005632395686099	0.069828063249588	0.1023135855793953	0.0219029769301414	1	5.1556	0.2346130857390525	144.0	-22.11	61.404742447500006	71.735246326	-0.2239942267054578	3.0	1.632308281	1.313672086333333	True
Dnmbp	mmu-miR-122-5p	0.1118664368987083	0.0009816292038659	0.0756073370575904	0.0987433046102523	0.0362590998411178	1	2.6928	0.7853567342297384	147.0	-21.79	3.96988561175	3.2855455102	0.2655999338473184	0.0	0.0	0.0	False
Dock5	mmu-miR-122-5p	0.0803243860602378	0.000570945756679	0.0460625067353248	0.0855645686388015	0.034261879324913	1	1.1766	0.4627529578511627	152.0	-24.27	3.43177860125	2.1924688634	0.6234927676326258	2.0	4.336852398	4.173065069	True
Dok6	mmu-miR-122-5p	0.0642520561814308	0.0	0.0642520561814308	0.0952691286802291	0.0	1	0.0	0.0	144.0	-20.35	0.06583725925	0.0896925716	-0.1938950049171774	0.0	0.0	0.0	False
Donson	mmu-miR-122-5p	0.0959187105298042	0.0027558595574406	0.074165254831314	0.0922139585018158	0.0217534556984901	2	2.3086	0.2768849941762825	150.0	-21.07	1.07075513025	0.6086562132	0.7242815449920376	0.0	0.0	0.0	False
Dph6	mmu-miR-122-5p	0.1043775871396064	0.0067974966491965	0.0754341557621955	0.1268724352121353	0.0289434313774108	1	1.9194	0.5784797317106278	145.0	-20.49	3.2611071675000005	2.1652948000000003	0.5692377317677283	2.0	3.14420732	2.677764418	True
Drd4	mmu-miR-122-5p	0.0719668269157409	0.0	0.0719668269157409	0.0957419499754905	0.0	1	0.0	0.0	159.0	-23.41	0.0	0.0	0.0	0.0	0.0	0.0	False
Dsc2	mmu-miR-122-5p	0.1648227334022522	0.0027781163306168	0.0802856758236885	0.1613406389951706	0.0845370575785637	1	4.5962000000000005	0.5108910842831375	158.0	-21.1	20.27579062	15.653284064	0.3712034232986211	2.0	3.218207901	1.9090473525	True
Dtna	mmu-miR-122-5p	0.0752174109220504	0.0	0.0752174109220504	0.0807652920484542	0.0	1	0.0	0.0	152.0	-20.58	0.0878633735	0.0375695392	0.4495227590411372	1.0	-5.155000699	-5.155000699	True
Dtx2	mmu-miR-122-5p	0.1054832279682159	0.0100280064588495	0.0986886918544769	0.1191522702574729	0.006794536113739	1	0.7224	0.3495372655383114	151.0	-21.01	2.1611342005	0.664160024	1.5650999278366724	0.0	0.0	0.0	False
Dtx4	mmu-miR-122-5p	0.0837102457880973	0.001949407423727	0.0505255088210105	0.0977228134870529	0.0331847369670867	1	2.1544	0.6308005231449956	152.0	-20.86	3.237336957	3.3790796532000003	-0.0600083529243476	0.0	0.0	0.0	False
Dusp9	mmu-miR-122-5p	0.0723784729838371	0.0046055450075683	0.0703188106417656	0.1047623008489608	0.0020596623420715	1	0.0622	0.1390834282004869	143.0	-20.54	0.131996332	0.0418058637999999	0.7101848051181461	0.0	0.0	0.0	False
Dync1li1	mmu-miR-122-5p	0.1538364022970199	0.0067871144361997	0.0782583206892013	0.1607705056667328	0.0755780816078185	1	3.286	0.7812000384024568	163.0	-24.11	10.18590368875	8.3739007918	0.2795704067447139	0.0	0.0	0.0	False
Dyrk1a	mmu-miR-122-5p	0.089202731847763	0.0059888749917546	0.0693015977740287	0.1071750372648239	0.0199011340737342	1	2.6558	0.5755525171519972	145.0	-26.16	3.114777771	2.3981618628	0.3638520551789705	1.0	-0.122579221	-0.122579221	True
Dzip1l	mmu-miR-122-5p	0.0713651791214942	0.0051996659484879	0.0553379021584987	0.0782746896147728	0.0160272769629955	1	0.0348	0.0778151656169926	160.0	-23.43	0.070321772	0.1303257148	-0.4354126258012695	0.0	0.0	0.0	False
E130308A19Rik	mmu-miR-122-5p	0.0722759142518043	0.0037403986171231	0.0611724965274333	0.0741614028811454	0.0111034177243709	1	0.2795999999999999	0.3940714402237238	143.0	-24.4	0.30811458475	0.4632325297999999	-0.4647563910501253	1.0	4.506777399	4.506777399	True
E2f2	mmu-miR-122-5p	0.0838560953736305	0.0009210257102913	0.0660980194807052	0.084347128868103	0.0177580758929252	1	0.3226	0.4746238510652409	147.0	-32.95	0.52533264025	0.4389642264	0.2144343053435863	0.0	0.0	0.0	False
Eapp	mmu-miR-122-5p	0.0963304057717323	0.0057128242038964	0.0557990074157714	0.0980032086372375	0.0405313983559608	1	0.457	0.2073053303704466	145.0	-22.1	16.361251455	17.397507154000003	-0.0880753781020603	0.0	0.0	0.0	False
Ebf1	mmu-miR-122-5p	0.0783761709928512	0.0138142100275713	0.0571639090776443	0.1201539188623428	0.0212122619152069	1	0.1546	0.2728604038698177	141.0	-21.47	0.1481104477499999	0.0723804748	0.5253861149165147	0.0	0.0	0.0	False
Ebna1bp2	mmu-miR-122-5p	0.0832462459802627	0.0021669896667065	0.0718654543161392	0.0864202976226806	0.0113807916641235	1	0.0	0.0	141.0	-21.38	14.68824207	16.00457243	-0.1230197938193342	0.0	0.0	0.0	False
Ebpl	mmu-miR-122-5p	0.0699378952383995	0.0031344923811554	0.0564192719757556	0.0719962492585182	0.0135186232626438	1	0.6544	0.5140800521319613	140.0	-21.01	32.6105168925	47.551143472	-0.5427562774172774	0.0	0.0	0.0	False
Echdc1	mmu-miR-122-5p	0.0972798645496368	0.002399283623803	0.0604990497231483	0.1066189482808113	0.0367808148264885	1	4.1160000000000005	0.5703740001087009	140.0	-22.34	26.262483215	30.441764454	-0.2122971402378774	1.0	3.006703796	3.006703796	True
Edaradd	mmu-miR-122-5p	0.0559483297169208	0.0065552035702621	0.0482672974467277	0.0763287022709846	0.0076810322701931	1	0.1278	0.2857694875244731	157.0	-20.55	0.03268997375	0.04073568	-0.0849287714083421	0.0	0.0	0.0	False
Edem3	mmu-miR-122-5p	0.1233222648501396	0.0047989580692624	0.0815987512469291	0.1095142140984535	0.0417235136032104	1	4.3104	0.4102344451652005	142.0	-20.78	10.922461392	11.2345735926	-0.0402836941340215	0.0	0.0	0.0	False
Eef1a2	mmu-miR-122-5p	0.0487031824886798	0.0	0.0487031824886798	0.067697636783123	0.0	2	0.0	0.0	158.0	-23.74	0.0055632275	0.0297592468	-0.2977299848859492	0.0	0.0	0.0	False
Eef1d	mmu-miR-122-5p	0.0929872453212738	0.0036348984321469	0.0732726082205772	0.1072840169072151	0.0197146371006965	1	0.1133999999999999	0.2535701086484761	167.0	-21.3	37.984546445	33.515542302	0.1800772905178326	1.0	3.059318422	3.059318422	True
Eef1e1	mmu-miR-122-5p	0.1041727527976036	0.0026805306843467	0.095907062292099	0.0959948599338531	0.0082656905055046	1	0.0	0.0	156.0	-26.85	16.120860875	17.087228386	-0.083486526010889	0.0	0.0	0.0	False
Efhd2	mmu-miR-122-5p	0.1007906600832939	0.0026145960481891	0.0651718229055404	0.0948419645428657	0.0356188371777534	1	3.5848	0.5241580868402201	152.0	-21.95	31.0703634975	12.162945518	1.3458694281309165	1.0	0.256682049	0.256682049	True
Ehd4	mmu-miR-122-5p	0.0996845990419387	0.0020063471245619	0.0754772052168846	0.1075741797685623	0.0242073938250541	1	2.415	0.2736667681688808	151.0	-23.35	4.168250618749999	2.2927875934	0.8349525541153107	0.0	0.0	0.0	False
Ehmt1	mmu-miR-122-5p	0.0945863202214241	0.0104312090057843	0.0649403110146522	0.0887656509876251	0.0296460092067718	1	2.29	0.7544630540987411	150.0	-22.79	2.0040699337500003	2.0806184486	-0.051554701210924	0.0	0.0	0.0	False
Eif2ak2	mmu-miR-122-5p	0.0920399621129035	0.0045637901962338	0.0696423649787902	0.1117488145828247	0.0223975971341133	1	2.7749999999999995	0.3122290825659903	154.0	-20.04	5.71899038975	7.0398777002	-0.2951304989400809	1.0	3.073817992	3.073817992	True
Eif4e	mmu-miR-122-5p	0.1262435853481292	0.006054648228069	0.0769055038690567	0.1131488978862762	0.0493380814790725	1	5.424	0.2909544637911575	164.0	-23.9	19.974839385	25.450775668	-0.34797864396744	1.0	0.699422477	0.699422477	True
Eif4h	mmu-miR-122-5p	0.1053751721978187	0.0007262037236601	0.0722153335809707	0.0978728830814361	0.0331598386168479	1	5.7956	0.3623759097953395	167.0	-24.45	64.2085020075	58.605574932	0.131511969627718	3.0	3.599886804	1.2224395306666669	True
Elavl3	mmu-miR-122-5p	0.0685230061411857	0.0032387582230827	0.0670745894312858	0.0769020617008209	0.0014484167098998	1	0.0622	0.1390834282004869	152.0	-28.16	0.03068106075	0.0457649432	-0.1575937195245189	0.0	0.0	0.0	False
Elovl3	mmu-miR-122-5p	0.1279756605625152	0.006998972796209	0.0824631676077842	0.1293820738792419	0.0455124929547309	1	1.5790000000000002	1.4694851139089502	146.0	-22.62	1.06492413725	107.6741966556	-6.531631992483885	0.0	0.0	0.0	False
Elovl7	mmu-miR-122-5p	0.0689823180437088	0.0070146991104808	0.0521509759128093	0.1081720069050788	0.0168313421308994	1	0.0	0.0	148.0	-20.91	1.354097893	0.2634599562	2.00025606718538	0.0	0.0	0.0	False
Elp3	mmu-miR-122-5p	0.1424321830272674	0.0025871161179225	0.0712726488709449	0.0948957130312919	0.0711595341563224	1	2.7064	0.9195280311116132	152.0	-21.04	12.297011765	9.9371193232	0.3046471365731197	2.0	3.847814317	3.156974866	True
Eme2	mmu-miR-122-5p	0.0687566578388214	0.0018649463621615	0.0575655363500118	0.0735294595360755	0.0111911214888095	1	3.3022	0.512160814588543	144.0	-20.14	1.36763428025	2.201573015	-0.6491277034564564	0.0	0.0	0.0	False
Endod1	mmu-miR-122-5p	0.0780652374029159	0.002242236775262	0.0675575658679008	0.1026501506567001	0.0105076715350151	1	0.8465999999999999	0.3736740558294086	152.0	-21.42	3.4762732522499995	0.7750468143999999	2.031024865398092	1.0	-0.470502524	-0.470502524	True
Endou	mmu-miR-122-5p	0.1084646135568618	0.0105362007866375	0.0794937908649444	0.1164483726024627	0.0289708226919174	1	0.0	0.0	165.0	-25.75	0.1605662257499999	0.1144843056	0.2807780101319271	0.0	0.0	0.0	False
Engase	mmu-miR-122-5p	0.0883474439382553	0.0059658262967032	0.0660530552268028	0.0837499797344207	0.0222943887114524	1	0.491	0.5081869734654756	146.0	-25.88	0.85485008075	0.5806817818	0.4882937390007235	0.0	0.0	0.0	False
Epas1	mmu-miR-122-5p	0.0943229615688324	0.0074061576520811	0.0739041343331337	0.0942196622490882	0.0204188272356986	1	4.411	0.7882353709394169	147.0	-23.21	25.16362256	29.862344684000004	-0.2460890028627464	0.0	0.0	0.0	False
Epha10	mmu-miR-122-5p	0.0660792216658592	0.0	0.0660792216658592	0.0889467447996139	0.0	1	0.0	0.0	156.0	-23.71	0.0	0.0156864544	-0.2102199507549376	0.0	0.0	0.0	False
Erbb2	mmu-miR-122-5p	0.1047587037086486	0.0030634182741586	0.0820663049817085	0.1098330542445182	0.0226923987269401	2	0.1258	0.2812973515694735	146.0	-22.92	0.22657993125	0.0972875812	0.7271359936066075	0.0	0.0	0.0	False
Erh	mmu-miR-122-5p	0.0783755227923393	0.0163051895900835	0.0627416670322418	0.1276800483465194	0.0156338557600975	1	6.1946	0.3874045688940696	154.0	-22.35	31.804866335	30.435067522000004	0.0633094544742805	0.0	0.0	0.0	False
Erlin2	mmu-miR-122-5p	0.0845407471060752	0.002151141573086	0.0665113031864166	0.0804494321346283	0.0180294439196586	1	3.435	0.3901166492217423	154.0	-22.19	21.49823357	9.9802241858	1.099385600202678	1.0	1.661913382	1.661913382	True
Esd	mmu-miR-122-5p	0.0823194116353988	0.003139980017864	0.0704894885420799	0.1169110238552093	0.0118299230933189	1	0.0544	0.1216420979759885	145.0	-20.73	167.93974755	192.16425296	-0.1942880286738199	0.0	0.0	0.0	False
Esyt2	mmu-miR-122-5p	0.106728771328926	0.0025032210072063	0.0675569102168083	0.1083313897252082	0.0391718611121177	1	3.1464000000000003	0.4960436472731003	156.0	-23.44	8.31833907975	6.6481124722	0.3190516012038636	0.0	0.0	0.0	False
Etnk2	mmu-miR-122-5p	0.0751425951719284	0.0020963398031963	0.0594617277383804	0.0765287056565284	0.0156808674335479	1	0.0	0.0	142.0	-21.46	81.040145255	66.393457912	0.2872034799796217	0.0	0.0	0.0	False
Etv3l	mmu-miR-122-5p	0.0806899666786193	0.0	0.0806899666786193	0.1368723660707473	0.0	1	0.0	0.0	162.0	-22.66	0.0	0.0	0.0	0.0	0.0	0.0	False
Etv6	mmu-miR-122-5p	0.0654335305094719	0.0035476107404324	0.0766934901475906	0.0869725197553634	-0.0112599596381187	1	1.949	0.4596090730174937	155.0	-21.12	2.59680829975	2.0160649356	0.3498690724518593	2.0	5.381246517	3.3590494575000003	True
Evi5l	mmu-miR-122-5p	0.077592846751213	0.0082636886903354	0.0496773272752761	0.0837199315428733	0.0279155194759368	1	0.6862	0.4815316188995277	161.0	-24.21	1.69374596475	0.7049088036000001	1.1560783464396356	2.0	4.424315239	3.1102996275	True
Exoc5	mmu-miR-122-5p	0.0932559505105018	0.0033339694098956	0.0763896405696868	0.0774056911468505	0.0168663099408149	3	0.1734	0.1522655574974196	152.0	-21.2	6.7042486495	7.6272196198	-0.1835135394503297	0.0	0.0	0.0	False
Extl3	mmu-miR-122-5p	0.071382200717926	0.0037368270858597	0.0524862185120582	0.0722523629665374	0.0188959822058677	1	3.0268	0.5884612986424851	145.0	-22.74	5.693566821	5.100738334400001	0.1557353666163458	0.0	0.0	0.0	False
Faap100	mmu-miR-122-5p	0.1019904971122741	0.0025141288268273	0.0670665577054023	0.1068298146128654	0.0349239394068718	1	0.071	0.158760826402485	146.0	-21.95	1.31405091725	0.9546570834	0.4230600798228219	0.0	0.0	0.0	False
Faf1	mmu-miR-122-5p	0.1024475678801536	0.0024875100768939	0.0668194890022277	0.0971110612154007	0.0356280788779258	1	3.0626	0.6527118813075183	152.0	-23.14	9.181449258	8.4790055172	0.1135396740537655	0.0	0.0	0.0	False
Fam117b	mmu-miR-122-5p	0.114218433201313	0.0033169169354806	0.0680819004774093	0.1045430898666381	0.0461365327239036	3	1.61	0.4805595696685271	147.0	-23.36	2.56925530925	2.1127241442000004	0.2706136986419127	1.0	1.336852398	1.336852398	True
