gene,miRNA,category,common_score,relative_range,specificity_margin,specific_sample,n_sites,raw_blood,relative_blood,site_coverage_blood,coverage_dependence_blood,raw_heart,relative_heart,site_coverage_heart,coverage_dependence_heart,raw_liver,relative_liver,site_coverage_liver,coverage_dependence_liver
MBNL3,hsa-miR-6810-5p,specific,0.0598573237657547,0.0191830918192863,0.0075248479843139,Blood,1,0.0878049507737159,0.0215615555644035,3.493,Medium,0.0890232771635055,0.0140367075800895,4.731,Medium,0.0598573237657547,0.0023784637451171,0.0,Low
MBNL3,hsa-miR-452-5p,specific,0.0756656900048255,0.0104348212480545,0.0075036510825157,Liver,1,0.0769265741109848,0.0106831789016723,7.751,Low,0.0827385783195495,0.0077520087361335,0.914,Medium,0.0756656900048255,0.018186829984188,0.07,Low
MBNL3,hsa-miR-6131,specific,0.0701999366283416,0.0170365199446678,0.0074299648404121,Blood,1,0.0863944366574287,0.0201510414481163,6.545,Low,0.0781010910868644,0.0031145215034484,4.156,Low,0.0701999366283416,0.0127210766077041,0.113,Low
MBNL3,hsa-miR-485-5p,specific,0.0747807249426841,0.0143080651760101,0.007415235042572,Blood,1,0.0909604951739311,0.0247170999646186,6.254,Low,0.0853956043720245,0.0104090347886085,2.698,Low,0.0747807249426841,0.0173018649220466,0.054,Low
MBNL3,hsa-miR-6794-5p,specific,0.0584848225116729,0.0077197179198265,0.0073665827512741,Liver,2,0.0598827749490737,-0.0063606202602386,6.311,Low,0.0682728141546249,-0.006713755428791,1.429,Medium,0.0584848225116729,0.0010059624910354,0.078,Low
MBNL3,hsa-miR-4722-5p,specific,0.0604138299822807,0.0077413916587829,0.0072338804602622,Liver,1,0.0619444847106933,-0.004298910498619,6.415,Low,0.0701801478862762,-0.0048064216971397,0.683,Medium,0.0604138299822807,0.0029349699616432,0.087,Low
MBNL3,hsa-miR-302c-3p,specific,0.0636102110147476,0.0072392746806144,0.0072317570447921,Liver,2,0.065135471522808,-0.0011079236865043,6.296,Low,0.0738861635327339,-0.001100406050682,1.326,Medium,0.0636102110147476,0.0061313509941101,0.05,Low
MBNL3,hsa-miR-6842-3p,specific,0.0663196966052055,0.0090636685490608,0.0072308778762817,Liver,2,0.0663196966052055,7.630139589309692e-05,6.821,Low,0.0768956616520881,0.0019090920686721,2.649,Medium,0.0666188299655914,0.0091399699449539,0.583,Low
MBNL3,hsa-miR-328-3p,specific,0.0754122212529182,0.0109179317951202,0.0071649998426437,Liver,1,0.0754122212529182,0.0091688260436058,5.783,Low,0.0879083275794982,0.0129217579960823,0.935,Medium,0.0775656178593635,0.020086757838726,0.03,Low
MBNL3,hsa-miR-3136-5p,specific,0.0710117742419242,0.0087925940752029,0.0071280375123023,Liver,1,0.0726482719182968,0.0064048767089843,7.53,Low,0.0797268897294998,0.0047403201460838,0.64,Medium,0.0710117742419242,0.0135329142212867,0.02,Low
MBNL3,hsa-miR-6795-5p,specific,0.0576488375663757,0.0219567492604255,0.0070101097226142,Blood,1,0.0883701220154762,0.0221267268061637,6.12,Medium,0.0901031866669654,0.0151166170835495,2.935,Medium,0.0576488375663757,0.0001699775457382,0.049,Low
MBNL3,hsa-miR-660-3p,specific,0.0758822113275528,0.0076968893408775,0.0069269388914108,Liver,1,0.0769498571753501,0.0107064619660377,6.328,Low,0.0864629819989204,0.0114764124155044,1.247,Medium,0.0758822113275528,0.0184033513069152,0.082,Low
MBNL3,hsa-miR-11181-3p,specific,0.0512341633439064,0.0148275978863239,0.0069185346364974,Blood,1,0.0669172331690788,0.0006738379597663,5.717,Low,0.0608328096568584,-0.0141537599265575,1.983,Low,0.0512341633439064,-0.0062446966767311,0.028,Low
MBNL3,hsa-miR-6891-5p,specific,0.0677007436752319,0.0078012123703956,0.0068566724658012,Liver,1,0.0696086063981056,0.0033652111887931,6.354,Low,0.0774072408676147,0.0024206712841987,0.735,Medium,0.0677007436752319,0.0102218836545944,0.091,Low
MBNL3,hsa-miR-6887-5p,specific,0.068656601011753,0.0148271322250366,0.0065958574414253,Blood,1,0.0840169936418533,0.0177735984325408,6.102,Low,0.0779330357909202,0.0029464662075042,2.906,Low,0.068656601011753,0.0111777409911155,0.049,Low
MBNL3,hsa-miR-374c-3p,specific,0.0718258693814277,0.0079635009169578,0.0065399333834648,Liver,1,0.0740504711866378,0.0078070759773254,5.782,Low,0.0813700780272483,0.0063835084438323,0.596,Medium,0.0718258693814277,0.0143470093607902,0.044,Low
MBNL3,hsa-miR-6807-5p,specific,0.0592053085565567,0.009183719754219,0.0064719915390014,Liver,1,0.0614978522062301,-0.0047455430030822,7.961,Low,0.0675292983651161,-0.0074572712182998,0.736,Medium,0.0592053085565567,0.0017264485359191,0.018,Low
MBNL3,hsa-miR-4736,specific,0.0544934421777725,0.0074000060558319,0.0064511746168136,Liver,1,0.0568068027496337,-0.0094365924596786,7.442,Low,0.064601145684719,-0.0103854238986969,1.329,Medium,0.0544934421777725,-0.0029854178428649,1.033,Low
MBNL3,hsa-miR-302d-3p,specific,0.0693296119570732,0.0068032518029212,0.0064348950982093,Liver,2,0.0712908953428268,0.0050475001335144,6.296,Low,0.0804024264216423,0.0054158568382263,1.326,Medium,0.0693296119570732,0.0118507519364357,0.05,Low
MBNL3,hsa-miR-302a-3p,specific,0.0664338245987892,0.0065831020474433,0.0064200535416603,Liver,1,0.0686152577400207,0.0023718625307083,6.964,Low,0.0775214806199073,0.0025349110364913,0.523,Medium,0.0664338245987892,0.0089549645781517,0.056,Low
MBNL3,hsa-miR-2392,specific,0.0674600005149841,0.0067916959524154,0.0063856765627861,Liver,1,0.0698388591408729,0.0035954639315605,6.852,Low,0.0781760141253471,0.0031894445419311,1.158,Medium,0.0674600005149841,0.0099811404943466,0.177,Low
MBNL3,hsa-miR-512-3p,specific,0.0540446452796459,0.0191891379654407,0.0062673687934875,Blood,1,0.0819983184337616,0.0157549232244491,6.254,Medium,0.0844741240143776,0.0094875544309616,2.698,Medium,0.0540446452796459,-0.0034342147409915,0.054,Low
MBNL3,hsa-miR-7106-5p,specific,0.0675342306494712,0.0111872106790542,0.0062659755349159,Blood,1,0.0825647413730621,0.0163213461637496,5.712,Low,0.0801207050681114,0.0051341354846954,1.976,Low,0.0675342306494712,0.0100553706288337,0.028,Low
MBNL3,hsa-miR-1843,specific,0.0735302567481994,0.007962055504322,0.0062364563345909,Liver,1,0.0743327364325523,0.0080893412232398,8.065,Low,0.084801509976387,0.009814940392971,1.191,Medium,0.0735302567481994,0.0160513967275619,2.709,Low
MBNL3,hsa-miR-3064-5p,specific,0.0646582245826721,0.0070848762989044,0.0059993863105773,Liver,1,0.0663378834724426,9.4488263130188e-05,7.442,Low,0.0761665478348732,0.0011799782514572,1.329,Medium,0.0646582245826721,0.0071793645620346,1.033,Low
MBNL3,hsa-miR-302b-3p,specific,0.0673847496509552,0.0065108239650726,0.005962498486042,Liver,1,0.0701867863535881,0.0039433911442756,6.964,Low,0.078381635248661,0.003395065665245,0.523,Medium,0.0673847496509552,0.0099058896303176,0.056,Low
MBNL3,hsa-miR-4693-5p,specific,0.06830645352602,0.0143163651227951,0.0057729482650756,Blood,1,0.0828439369797706,0.0166005417704582,5.58,Low,0.0772707462310791,0.0022841766476631,2.379,Low,0.06830645352602,0.0108275935053825,0.007,Low
MBNL3,hsa-miR-4802-5p,specific,0.0731936693191528,0.0062916949391365,0.005700260400772,Liver,1,0.0762579441070556,0.0100145488977432,8.065,Low,0.0844096839427948,0.0094231143593788,1.191,Medium,0.0731936693191528,0.0157148092985153,2.709,Low
MBNL3,hsa-miR-4318,specific,0.0900984779000282,0.0063189640641212,0.0052298083901405,Liver,1,0.0925440490245819,0.0263006538152694,5.367,Low,0.1023763790726661,0.0273898094892501,0.798,Medium,0.0900984779000282,0.0326196178793907,0.031,Low
MBNL3,hsa-miR-29b-1-5p,specific,0.0492635630071163,0.0204907618463039,0.005167119204998,Heart,1,0.0733517408370971,0.0071083456277847,1.288,Medium,0.0872620344161987,0.0122754648327827,1.156,High,0.0492635630071163,-0.0082152970135211,0.0,Low
MBNL3,hsa-miR-4739,common,0.0600771680474281,0.0043694376945495,0.0,,1,0.0683894604444503,0.0021460652351379,5.714,Low,0.0815020725131034,0.0065155029296875,1.979,Medium,0.0600771680474281,0.0025983080267906,0.028,Low
MBNL3,hsa-miR-3692-3p,common,0.0678671821951866,0.0041219145059585,0.0,,1,0.078038677573204,0.0117952823638916,6.016,Medium,0.0894968062639236,0.0145102366805076,1.773,Medium,0.0678671821951866,0.0103883221745491,0.024,Low
MBNL3,hsa-miR-3160-3p,common,0.0542402416467666,0.0040856525301933,0.0,,1,0.0602638721466064,-0.0059795230627059,5.676,Low,0.0676622986793518,-0.0073242709040641,1.907,Medium,0.0542402416467666,-0.0032386183738708,0.034,Low
MBNL3,hsa-miR-6715b-5p,common,0.0573408156633377,0.0027951523661613,0.0,,1,0.0634155496954917,-0.0028278455138206,5.444,Low,0.0749538764357566,-3.269314765930176e-05,1.72,Medium,0.0573408156633377,-0.0001380443572998,0.012,Low
MBNL3,hsa-miR-6779-5p,common,0.0697966590523719,0.001722790300846,0.0,,1,0.0799843594431877,0.0137409642338752,6.141,Low,0.0890271589159965,0.0140405893325805,3.922,Medium,0.0697966590523719,0.0123177990317344,0.096,Low
MBNL3,hsa-miR-5008-5p,common,0.0573281235992908,0.0012315735220909,0.0,,2,0.0651468932628631,-0.0010965019464492,5.074,Low,0.0751216411590576,0.0001350715756416,1.494,Medium,0.0573281235992908,-0.0001507364213466,0.02,Low
MBNL3,hsa-miR-564,variable,0.049409944564104,0.0090472698211669,0.006826315075159,,1,0.0513481646776199,-0.0148952305316925,5.972,Low,0.0578703843057155,-0.0171161852777004,1.119,Medium,0.049409944564104,-0.0080689154565334,0.082,Low
MBNL3,hsa-miR-302e,variable,0.0489702560007572,0.0064075663685798,0.005171462893486,,1,0.0525633282959461,-0.0136800669133663,6.964,Low,0.0600703991949558,-0.0149161703884601,0.523,Medium,0.0489702560007572,-0.0085086040198802,0.056,Low
MBNL3,hsa-miR-320a-5p,variable,0.0646317824721336,0.0153925418853759,0.004736877977848,,1,0.0887888595461845,0.0225454643368721,6.488,Medium,0.09279515594244,0.017808586359024,3.101,Medium,0.0646317824721336,0.0071529224514961,0.072,Low
MBNL3,hsa-miR-33b-5p,variable,0.04862542450428,0.0207383781671524,0.0045640766620635,,1,0.0735642611980438,0.0073208659887313,3.02,Medium,0.0868715122342109,0.0118849426507949,1.942,High,0.04862542450428,-0.0088534355163574,0.004,Low
MBNL3,hsa-miR-4524a-3p,variable,0.0674180537462234,0.0063652843236923,0.0044629275798797,,2,0.0780849456787109,0.0118415504693984,6.059,Medium,0.0912910476326942,0.0163044780492782,2.055,Medium,0.0674180537462234,0.0099391937255859,0.053,Low
MBNL3,hsa-miR-4649-3p,variable,0.0618470087647438,0.0074944123625755,0.0042652785778045,,2,0.0738406777381897,0.0075972825288772,5.957,Low,0.0868491306900978,0.0118625611066818,2.288,Medium,0.0618470087647438,0.0043681487441062,0.045,Low
MBNL3,hsa-miR-449c-5p,variable,0.042213000357151,0.0181872844696044,0.0040942877531051,,1,0.0650705322623252,-0.0011728629469871,2.286,Medium,0.077907994389534,0.002921424806118,1.254,High,0.042213000357151,-0.0152658596634864,0.0,Low
MBNL3,hsa-miR-6743-5p,variable,0.0406516529619693,0.0183453746140003,0.0040410459041595,,1,0.063720516860485,-0.0025228783488273,3.454,Medium,0.0765047371387481,0.0015181675553321,1.447,High,0.0406516529619693,-0.0168272070586681,0.005,Low
MBNL3,hsa-miR-2682-5p,variable,0.0410324856638908,0.0184997469186782,0.0040386840701103,,1,0.0642580837011337,-0.0019853115081787,2.286,Medium,0.0770399421453476,0.0020533725619316,1.254,High,0.0410324856638908,-0.0164463743567466,0.0,Low
MBNL3,hsa-miR-5193,variable,0.0387864559888839,0.0186924040317535,0.0039526261389255,,1,0.0622907690703868,-0.0039526261389255,3.291,Medium,0.0749865695834159,0.0,0.959,High,0.0387864559888839,-0.0186924040317535,0.006,Low
MBNL3,hsa-miR-361-5p,variable,0.0397087074816226,0.0190427266061306,0.0039413943886756,,1,0.0635745748877525,-0.0026688203215599,2.95,Medium,0.0762591436505317,0.0012725740671157,1.336,High,0.0397087074816226,-0.0177701525390148,0.002,Low
MBNL3,hsa-miR-4773,variable,0.0399287678301334,0.0188584886491298,0.0038909465074539,,1,0.0636608451604843,-0.0025825500488281,2.278,Medium,0.0762949660420417,0.0013083964586257,1.055,High,0.0399287678301334,-0.017550092190504,0.004,Low
MBNL3,hsa-miR-4685-5p,variable,0.0389295518398284,0.0157998949289321,0.0037023350596427,,1,0.0597916468977928,-0.0064517483115196,3.051,Medium,0.0722371563315391,-0.0027494132518768,1.72,Medium,0.0389295518398284,-0.018549308180809,0.01,Low
MBNL3,hsa-miR-1976,variable,0.0408741161227226,0.0186701938509941,0.0036848708987236,,1,0.064623974263668,-0.0016194209456443,2.831,Medium,0.0770520195364952,0.0020654499530792,2.053,High,0.0408741161227226,-0.0166047438979148,0.007,Low
MBNL3,hsa-miR-7160-5p,variable,0.0467050820589065,0.0052242428064346,0.0036748275160789,,2,0.0606938600540161,-0.0055495351552963,5.953,Low,0.0657622069120407,-0.0092243626713752,2.284,Medium,0.0467050820589065,-0.0107737779617309,0.045,Low
MBNL3,hsa-miR-532-5p,variable,0.0370994210243225,0.0177413299679756,0.0036234632134437,,1,0.0599818229675293,-0.0062615722417831,2.484,Medium,0.0723484605550766,-0.0026381090283393,1.693,High,0.0370994210243225,-0.020379438996315,0.0,Low
MBNL3,hsa-miR-875-5p,variable,0.03794876486063,0.017660766839981,0.0036071725189685,,1,0.0607668943703174,-0.0054765008389949,2.771,Medium,0.0731172412633895,-0.0018693283200263,2.153,High,0.03794876486063,-0.0195300951600074,0.0,Low
MBNL3,hsa-miR-4728-3p,variable,0.0350131131708622,0.0156358070671558,0.0035988837480545,,1,0.0558145716786384,-0.0104288235306739,2.511,Medium,0.0681566298007965,-0.0068299397826194,2.224,Medium,0.0350131131708622,-0.0224657468497753,0.003,Low
MBNL3,hsa-miR-4709-3p,variable,0.0404545627534389,0.0169533900916576,0.0035914331674575,,1,0.0625810548663139,-0.0036623403429985,2.865,Medium,0.074915662407875,-7.090717554092407e-05,0.928,Medium,0.0404545627534389,-0.0170242972671985,0.003,Low
MBNL3,hsa-miR-7114-5p,variable,0.056506372988224,0.0095902010798454,0.0035728812217712,,2,0.0688437893986702,0.0026003941893577,5.644,Low,0.0679967626929283,-0.0069898068904876,1.505,Low,0.056506372988224,-0.0009724870324134,0.02,Low
MBNL3,hsa-miR-4632-5p,variable,0.038657359778881,0.0161612629890441,0.0035639479756355,,1,0.0600192099809646,-0.0062241852283477,3.348,Medium,0.0723263323307037,-0.0026602372527122,1.129,Medium,0.038657359778881,-0.0188215002417564,0.005,Low
MBNL3,hsa-miR-4726-5p,variable,0.0375087633728981,0.0165530145168304,0.0034918822348117,,1,0.0593344308435916,-0.0069089643657207,3.098,Medium,0.071569487452507,-0.0034170821309089,1.712,Medium,0.0375087633728981,-0.0199700966477394,0.01,Low
MBNL3,hsa-miR-7151-3p,variable,0.0549327693879604,0.006272654980421,0.0034580305218696,,1,0.0699699595570564,0.0037265643477439,5.476,Medium,0.0752551034092903,0.0002685338258743,1.715,Medium,0.0549327693879604,-0.002546090632677,0.011,Low
MBNL3,hsa-miR-500a-3p,variable,0.0376151092350482,0.0176655761897563,0.0034471414983272,,1,0.0605980791151523,-0.00564531609416,2.985,Medium,0.0727883949875831,-0.0021981745958328,1.697,High,0.0376151092350482,-0.0198637507855892,0.0,Low
MBNL3,hsa-miR-33a-5p,variable,0.0405819118022918,0.0178254768252372,0.0034190863370895,,1,0.0637528374791145,-0.0024905577301979,3.022,Medium,0.0759150981903076,0.0009285286068916,1.939,High,0.0405819118022918,-0.0168969482183456,0.004,Low
MBNL3,hsa-miR-6735-5p,variable,0.0387117862701416,0.0151546970009803,0.0033769682049751,,1,0.0592540502548217,-0.0069893449544906,3.343,Medium,0.0713741928339004,-0.0036123767495155,1.115,Medium,0.0387117862701416,-0.0187670737504959,0.005,Low
MBNL3,hsa-miR-4640-5p,variable,0.0363886728882789,0.0160820260643959,0.0033457390964031,,1,0.0578894950449466,-0.0083539001643657,3.098,Medium,0.0699784085154533,-0.0050081610679626,1.712,Medium,0.0363886728882789,-0.0210901871323585,0.01,Low
MBNL3,hsa-miR-6757-5p,variable,0.0373357906937599,0.0165988653898239,0.0033041052520275,,2,0.0593950860202312,-0.0068483091890811,2.049,Medium,0.0714423656463623,-0.0035442039370536,1.321,Medium,0.0373357906937599,-0.0201430693268775,0.004,Low
MBNL3,hsa-miR-6799-3p,variable,0.0361157543957233,0.0152937658131122,0.0032161585986614,,1,0.0569578967988491,-0.0092854984104633,3.033,Medium,0.068917229771614,-0.0060693398118019,2.071,Medium,0.0361157543957233,-0.0213631056249141,0.012,Low
MBNL3,hsa-miR-6720-5p,variable,0.0338500663638114,0.0155712515115737,0.0031911097466945,,1,0.0549947433173656,-0.0112486518919467,3.086,Medium,0.0669290274381637,-0.0080575421452522,1.388,Medium,0.0338500663638114,-0.023628793656826,0.006,Low
MBNL3,hsa-miR-4793-3p,variable,0.0397100448608398,0.0152656659483909,0.0031759180128574,,1,0.0605643279850482,-0.0056790672242641,3.056,Medium,0.0724834203720092,-0.0025031492114067,1.835,Medium,0.0397100448608398,-0.0177688151597976,0.01,Low
MBNL3,hsa-miR-6837-5p,variable,0.0341367274522781,0.0163468942046165,0.0031235367059707,,1,0.0561246201395988,-0.0101187750697135,2.981,Medium,0.0679913312196731,-0.0069952383637428,1.733,Medium,0.0341367274522781,-0.0233421325683593,0.011,Low
MBNL3,hsa-miR-642a-5p,variable,0.0370043031871318,0.015319999307394,0.0031120888888835,,1,0.0579767487943172,-0.0082666464149951,2.667,Medium,0.0698320120573043,-0.0051545575261116,1.552,Medium,0.0370043031871318,-0.0204745568335056,0.014,Low
MBNL3,hsa-miR-6747-3p,variable,0.0354349724948406,0.0160467810928821,0.0030688419938087,,1,0.0571774467825889,-0.0090659484267234,3.023,Medium,0.0689894631505012,-0.0059971064329147,2.036,Medium,0.0354349724948406,-0.0220438875257968,0.012,Low
MBNL3,hsa-miR-3916,variable,0.0397971346974372,0.0145904943346977,0.003058273345232,,1,0.0600938908755779,-0.0061495043337345,2.796,Medium,0.0718953385949134,-0.0030912309885025,1.725,Medium,0.0397971346974372,-0.0176817253232002,0.01,Low
MBNL3,hsa-miR-29b-2-5p,variable,0.0378647856414318,0.0159444101154804,0.0030494183301925,,1,0.0595243126153945,-0.0067190825939178,1.287,Medium,0.0713169053196907,-0.0036696642637252,1.155,Medium,0.0378647856414318,-0.0196140743792057,0.0,Low
MBNL3,hsa-miR-198,variable,0.0365427806973457,0.0148314163088798,0.0029944255948066,,1,0.0571443066000938,-0.0090990886092185,2.653,Medium,0.068881906569004,-0.0061046630144119,1.664,Medium,0.0365427806973457,-0.0209360793232917,0.007,Low
MBNL3,hsa-miR-7976,variable,0.0373708605766296,0.0166471526026725,0.0029913634061813,,1,0.0597911849617958,-0.0064522102475166,2.947,Medium,0.0715257227420806,-0.0034608468413352,0.839,Medium,0.0373708605766296,-0.0201079994440078,0.005,Low
MBNL3,hsa-miR-6733-5p,variable,0.0395882613956928,0.0154401920735836,0.0029575191438198,,1,0.0608354695141315,-0.0054079256951808,0.986,Medium,0.0725361630320549,-0.002450406551361,1.024,Medium,0.0395882613956928,-0.0178905986249446,0.0,Low
MBNL3,hsa-miR-3190-5p,variable,0.0337119698524475,0.0153538361191749,0.0029362887144088,,1,0.0548940524458885,-0.0113493427634239,3.078,Medium,0.0665735155344009,-0.008413054049015,1.836,Medium,0.0337119698524475,-0.02376689016819,0.009,Low
MBNL3,hsa-miR-3665,variable,0.0360362231731414,0.016512393951416,0.0029361508786678,,1,0.0583770014345645,-0.0078663937747478,2.628,Medium,0.0700563266873359,-0.00493024289608,2.285,Medium,0.0360362231731414,-0.021442636847496,0.005,Low
MBNL3,hsa-miR-6735-3p,variable,0.0358646214008331,0.0142639875411987,0.0028850100934505,,1,0.0560081340372562,-0.0102352611720561,2.771,Medium,0.0676363185048103,-0.0073502510786056,2.153,Medium,0.0358646214008331,-0.0216142386198043,0.0,Low
MBNL3,hsa-miR-3918,variable,0.0353774912655353,0.0151117928326129,0.0028774961829185,,1,0.0563763231039047,-0.0098670721054077,3.02,Medium,0.0679969936609268,-0.0069895759224891,1.726,Medium,0.0353774912655353,-0.0221013687551021,0.01,Low
MBNL3,hsa-miR-6875-3p,variable,0.0347561053931713,0.0151506252586841,0.0028744637966156,,1,0.0557968020439147,-0.0104465931653976,3.138,Medium,0.0674144402146339,-0.007572129368782,1.438,Medium,0.0347561053931713,-0.0227227546274662,0.006,Low
MBNL3,hsa-miR-6834-5p,variable,0.0387268550693988,0.0154983066022396,0.0028737559914588,,2,0.0601159408688545,-0.0061274543404579,4.403,Medium,0.0717328712344169,-0.003253698348999,3.457,Medium,0.0387268550693988,-0.0187520049512386,0.012,Low
MBNL3,hsa-miR-4688,variable,0.0329992473125457,0.0151986479759216,0.0028572417795658,,1,0.0541051886975765,-0.0121382065117359,3.454,Medium,0.0657056048512458,-0.0092809647321701,1.447,Medium,0.0329992473125457,-0.0244796127080917,0.005,Low
MBNL3,hsa-miR-134-3p,variable,0.0327342450618743,0.0131733193993568,0.0028013065457344,,1,0.0518707931041717,-0.0143726021051406,3.36,Low,0.0634152740240097,-0.0115712955594062,1.653,Medium,0.0327342450618743,-0.0247446149587631,0.006,Low
MBNL3,hsa-miR-425-3p,variable,0.035477764904499,0.0150820091366767,0.0027974434196949,,1,0.0565268658101558,-0.0097165293991565,3.001,Medium,0.0680674836039543,-0.0069190859794616,1.139,Medium,0.035477764904499,-0.0220010951161384,0.006,Low
MBNL3,hsa-miR-6739-5p,variable,0.0389588959515094,0.0160511396825313,0.0027953051030635,,1,0.0609792657196521,-0.0052641294896602,0.986,Medium,0.0725177451968193,-0.0024688243865966,1.024,Medium,0.0389588959515094,-0.018519964069128,0.0,Low
MBNL3,hsa-miR-4297,variable,0.0396382436156272,0.0182691812515258,0.0027949288487434,,1,0.0638770312070846,-0.0023663640022277,2.492,Medium,0.0754151344299316,0.0004285648465156,1.7,High,0.0396382436156272,-0.0178406164050102,0.0,Low
MBNL3,hsa-miR-3173-5p,variable,0.0364579670131206,0.0159409753978252,0.0027945302426815,,1,0.0583689473569393,-0.0078744478523731,3.033,Medium,0.0699066519737243,-0.0050799176096916,2.071,Medium,0.0364579670131206,-0.0210208930075168,0.012,Low
MBNL3,hsa-miR-6895-5p,variable,0.0335315987467765,0.0145192593336105,0.0027658753097057,,1,0.0540495179593563,-0.0121938772499561,3.042,Medium,0.0655585676431655,-0.0094280019402503,1.722,Medium,0.0335315987467765,-0.0239472612738609,0.01,Low
MBNL3,hsa-miR-4690-3p,variable,0.0328713990747928,0.0144101344048976,0.0027630664408206,,1,0.0532830022275447,-0.0129603929817676,2.26,Medium,0.064789243042469,-0.0101973265409469,1.094,Medium,0.0328713990747928,-0.0246074609458446,0.005,Low
MBNL3,hsa-miR-6865-3p,variable,0.0646105706691742,0.0126174539327621,0.0027581974864006,,1,0.0761333033442497,0.0098899081349372,6.406,Low,0.0722590237855911,-0.0027275457978248,3.183,Low,0.0646105706691742,0.0071317106485366,0.102,Low
MBNL3,hsa-miR-892a,variable,0.035245381295681,0.0146529003977775,0.0027577802538871,,1,0.0559050366282463,-0.0103383585810661,2.965,Medium,0.067405991256237,-0.0075805783271789,1.832,Medium,0.035245381295681,-0.0222334787249565,0.012,Low
MBNL3,hsa-miR-6749-3p,variable,0.0332699976861476,0.0146341584622859,0.0027437806129455,,1,0.053924910724163,-0.0123184844851493,3.291,Medium,0.0654118657112121,-0.0095747038722038,0.959,Medium,0.0332699976861476,-0.0242088623344898,0.006,Low
MBNL3,hsa-miR-4436a,variable,0.0347591042518615,0.0148719623684883,0.0027388557791709,,1,0.0556567460298538,-0.0105866491794586,2.286,Medium,0.0671387761831283,-0.0078477934002876,1.254,Medium,0.0347591042518615,-0.0227197557687759,0.0,Low
MBNL3,hsa-miR-4646-5p,variable,0.0362901799380779,0.0140190310776233,0.0026931054890155,,1,0.0563806407153606,-0.0098627544939517,0.986,Medium,0.0678169205784797,-0.0071696490049362,1.024,Medium,0.0362901799380779,-0.0211886800825595,0.0,Low
MBNL3,hsa-miR-4456,variable,0.0374976396560668,0.017842024564743,0.0026720724999904,,1,0.0614321269094944,-0.004811268299818,2.653,Medium,0.0728473737835884,-0.0021391957998275,1.544,High,0.0374976396560668,-0.0199812203645706,0.014,Low
MBNL3,hsa-miR-1276,variable,0.0326130986213684,0.0139636993408203,0.0025337561964988,,1,0.0528075769543647,-0.0134358182549476,3.519,Medium,0.0640845075249672,-0.0109020620584487,2.162,Medium,0.0326130986213684,-0.0248657613992691,0.0,Low
MBNL3,hsa-miR-3130-3p,variable,0.0333207696676254,0.0133080706000328,0.0024396069347858,,1,0.0529537685215473,-0.0132896266877651,2.992,Low,0.0641365498304367,-0.0108500197529792,1.728,Medium,0.0333207696676254,-0.024158090353012,0.0,Low
MBNL3,hsa-miR-3620-5p,variable,0.0357213281095027,0.012926947325468,0.0023547187447547,,2,0.0550580918788909,-0.0111853033304214,4.909,Low,0.0661559849977493,-0.0088305845856666,3.092,Medium,0.0357213281095027,-0.0217575319111347,0.071,Low
MBNL3,hsa-miR-378g,variable,0.0347223319113254,0.0132410265505313,0.0023078769445419,,1,0.0544200167059898,-0.0118233785033226,3.027,Medium,0.0654710680246353,-0.0095155015587806,1.834,Medium,0.0347223319113254,-0.022756528109312,0.011,Low
MBNL3,hsa-miR-5685,variable,0.0297001469880342,0.0123895723372697,0.0022916197776794,,1,0.0485626347362995,-0.0176807604730129,2.26,Low,0.0595974288880825,-0.0153891406953334,1.094,Medium,0.0297001469880342,-0.0277787130326032,0.005,Low
MBNL3,hsa-miR-6760-3p,variable,0.0310286618769168,0.0124122835695743,0.0022831037640571,,1,0.049922376871109,-0.0163210183382034,2.749,Low,0.0609486550092697,-0.0140379145741462,1.998,Medium,0.0310286618769168,-0.0264501981437206,0.008,Low
MBNL3,hsa-miR-4452,variable,0.0342483893036842,0.0129178687930107,0.0022703632712364,,1,0.0536604300141334,-0.0125829651951789,2.865,Low,0.0646739676594734,-0.0103126019239425,0.928,Medium,0.0342483893036842,-0.0232304707169532,0.003,Low
MBNL3,hsa-miR-6783-5p,variable,0.0332928635179996,0.013387743383646,0.0022701956331729,,1,0.0531749464571476,-0.0130684487521648,2.525,Medium,0.0641883164644241,-0.0107982531189918,1.61,Medium,0.0332928635179996,-0.0241859965026378,0.004,Low
MBNL3,hsa-miR-4496,variable,0.0333760567009449,0.0123352147638797,0.0022653192281723,,1,0.0522104874253273,-0.0140329077839851,2.815,Low,0.0632189810276031,-0.0117675885558128,1.733,Medium,0.0333760567009449,-0.0241028033196926,0.01,Low
MBNL3,hsa-miR-6829-5p,variable,0.0338825918734073,0.0133219100534915,0.0022603906691074,,1,0.0537086464464664,-0.0125347487628459,3.033,Medium,0.0647122114896774,-0.0102743580937385,1.835,Medium,0.0338825918734073,-0.0235962681472301,0.01,Low
MBNL3,hsa-miR-4704-5p,variable,0.0335995070636272,0.0123820565640926,0.0022361986339092,,1,0.0525099001824855,-0.0137334950268268,1.1,Low,0.0634892731904983,-0.0114972963929176,1.074,Medium,0.0335995070636272,-0.0238793529570102,0.0,Low
MBNL3,hsa-miR-6716-5p,variable,0.03386802226305,0.0138263553380966,0.0022361353039741,,1,0.0542227774858474,-0.0120206177234649,2.236,Medium,0.0652020871639251,-0.0097844824194908,1.813,Medium,0.03386802226305,-0.0236108377575874,0.0,Low
