Gene_ID,miRNA_ID,utr_pos
CYB561D1,hsa-miR-6825-5p,902
CYB561D1,hsa-miR-6827-5p,2370
CYB561D1,hsa-miR-6828-3p,2141
CYB561D1,hsa-miR-6833-3p,4099
CYB561D1,hsa-miR-6837-5p,2048
CYB561D1,hsa-miR-6840-3p,1619
CYB561D1,hsa-miR-6842-5p,3056
CYB561D1,hsa-miR-6846-5p,2820
CYB561D1,hsa-miR-6847-5p,2417
CYB561D1,hsa-miR-6848-5p,2819
CYB561D1,hsa-miR-6850-5p,3009
CYB561D1,hsa-miR-6851-5p,2428
CYB561D1,hsa-miR-6852-5p,937
CYB561D1,hsa-miR-6856-5p,2973
CYB561D1,hsa-miR-6858-3p,815
CYB561D1,hsa-miR-6859-3p,688
CYB561D1,hsa-miR-6864-5p,637
CYB561D1,hsa-miR-6866-5p,206
CYB561D1,hsa-miR-6870-5p,909
CYB561D1,hsa-miR-6871-3p,2603
CYB561D1,hsa-miR-6876-5p,3559
CYB561D1,hsa-miR-6879-5p,1247
CYB561D1,hsa-miR-6883-5p,903
CYB561D1,hsa-miR-6884-3p,185
CYB561D1,hsa-miR-6884-5p,3205
CYB561D1,hsa-miR-6886-5p,1781
CYB561D1,hsa-miR-6889-3p,2134
CYB561D1,hsa-miR-6891-5p,3555
CYB561D1,hsa-miR-6892-5p,2434
CYB561D1,hsa-miR-6893-5p,1932
CYB561D1,hsa-miR-6894-5p,3416
CYB561D1,hsa-miR-7106-5p,1949
CYB561D1,hsa-miR-7107-5p,2230
CYB561D1,hsa-miR-7108-3p,1981
CYB561D1,hsa-miR-7109-3p,3903
CYB561D1,hsa-miR-711,3872
CYB561D1,hsa-miR-7110-3p,363
CYB561D1,hsa-miR-7110-5p,3056
CYB561D1,hsa-miR-7111-3p,2143
CYB561D1,hsa-miR-7111-5p,904
CYB561D1,hsa-miR-7113-3p,3902
CYB561D1,hsa-miR-7156-3p,880
CYB561D1,hsa-miR-7160-5p,2475
CYB561D1,hsa-miR-7161-3p,830
CYB561D1,hsa-miR-762,2040
CYB561D1,hsa-miR-766-3p,1421
CYB561D1,hsa-miR-766-5p,2348
CYB561D1,hsa-miR-7703,3138
CYB561D1,hsa-miR-7843-5p,632
CYB561D1,hsa-miR-7851-3p,1956
CYB561D1,hsa-miR-7974,1823
CYB561D1,hsa-miR-7977,3995
CYB561D1,hsa-miR-8059,1433
CYB561D1,hsa-miR-8073,675
CYB561D1,hsa-miR-8085,545
CYB561D1,hsa-miR-8089,1237
CYB561D1,hsa-miR-874-3p,678
CYB561D1,hsa-miR-874-5p,3488
CYB561D1,hsa-miR-889-5p,2319
CYB561D1,hsa-miR-891a-3p,3237
CYB561D1,hsa-miR-892a,3729
CYB561D1,hsa-miR-92a-2-5p,2981
CYB561D1,hsa-miR-92b-5p,4013
CYB561D1,hsa-miR-940,3200
CYB561D1,hsa-miR-9500,1091
CYB561D1,hsa-miR-9851-3p,1161
CYB561D1,hsa-miR-9851-5p,2961
CYB561D1,hsa-miR-9902,3867
ESYT1,hsa-miR-10226,390
ESYT1,hsa-miR-11399,207
ESYT1,hsa-miR-1224-5p,501
ESYT1,hsa-miR-1226-3p,630
ESYT1,hsa-miR-1291,664
ESYT1,hsa-miR-1304-5p,40
ESYT1,hsa-miR-1915-3p,197
ESYT1,hsa-miR-193b-3p,537
ESYT1,hsa-miR-1973,171
ESYT1,hsa-miR-214-5p,407
ESYT1,hsa-miR-2467-5p,432
ESYT1,hsa-miR-28-5p,620
ESYT1,hsa-miR-2861,116
ESYT1,hsa-miR-296-3p,505
ESYT1,hsa-miR-3139,622
ESYT1,hsa-miR-3155a,85
ESYT1,hsa-miR-3155b,88
ESYT1,hsa-miR-3173-5p,667
ESYT1,hsa-miR-3174,704
ESYT1,hsa-miR-3185,374
ESYT1,hsa-miR-3190-5p,291
ESYT1,hsa-miR-3194-3p,78
ESYT1,hsa-miR-3202,249
ESYT1,hsa-miR-324-3p,306
ESYT1,hsa-miR-328-3p,671
ESYT1,hsa-miR-330-3p,223
ESYT1,hsa-miR-3609,556
ESYT1,hsa-miR-3691-3p,656
ESYT1,hsa-miR-3934-3p,209
ESYT1,hsa-miR-4252,296
ESYT1,hsa-miR-4259,257
ESYT1,hsa-miR-4269,279
ESYT1,hsa-miR-4433b-5p,659
ESYT1,hsa-miR-4435,287
ESYT1,hsa-miR-4436a,507
ESYT1,hsa-miR-4443,598
ESYT1,hsa-miR-4446-3p,98
ESYT1,hsa-miR-4505,1
ESYT1,hsa-miR-4534,39
ESYT1,hsa-miR-4656,95
ESYT1,hsa-miR-4673,284
ESYT1,hsa-miR-4687-5p,643
ESYT1,hsa-miR-4689,264
ESYT1,hsa-miR-4691-5p,650
ESYT1,hsa-miR-4742-5p,132
ESYT1,hsa-miR-4747-3p,126
ESYT1,hsa-miR-4755-3p,285
ESYT1,hsa-miR-484,84
ESYT1,hsa-miR-5092,578
ESYT1,hsa-miR-512-3p,299
ESYT1,hsa-miR-519d-5p,652
ESYT1,hsa-miR-5787,0
ESYT1,hsa-miR-598-5p,39
ESYT1,hsa-miR-6506-3p,627
ESYT1,hsa-miR-6511b-5p,232
ESYT1,hsa-miR-6748-3p,407
ESYT1,hsa-miR-6750-5p,158
ESYT1,hsa-miR-6760-5p,244
ESYT1,hsa-miR-6764-5p,195
ESYT1,hsa-miR-6765-5p,42
ESYT1,hsa-miR-6768-3p,123
ESYT1,hsa-miR-6774-5p,679
ESYT1,hsa-miR-6775-3p,670
ESYT1,hsa-miR-6779-5p,255
ESYT1,hsa-miR-6780a-5p,252
ESYT1,hsa-miR-6792-3p,651
ESYT1,hsa-miR-6799-3p,671
ESYT1,hsa-miR-6800-5p,104
ESYT1,hsa-miR-6808-5p,20
ESYT1,hsa-miR-6810-5p,490
ESYT1,hsa-miR-6823-5p,507
ESYT1,hsa-miR-6854-5p,208
ESYT1,hsa-miR-6858-3p,212
ESYT1,hsa-miR-6858-5p,261
ESYT1,hsa-miR-6864-5p,89
ESYT1,hsa-miR-6869-5p,584
ESYT1,hsa-miR-6876-5p,245
ESYT1,hsa-miR-6892-3p,642
ESYT1,hsa-miR-6893-3p,664
ESYT1,hsa-miR-6893-5p,19
ESYT1,hsa-miR-7106-5p,255
ESYT1,hsa-miR-7108-3p,202
ESYT1,hsa-miR-8082,36
ESYT1,hsa-miR-873-3p,546
ESYT1,hsa-miR-874-5p,539
ESYT1,hsa-miR-9500,380
GTF3C3,hsa-miR-12115,768
GTF3C3,hsa-miR-125a-5p,43
GTF3C3,hsa-miR-125b-5p,42
GTF3C3,hsa-miR-1587,904
GTF3C3,hsa-miR-188-3p,912
GTF3C3,hsa-miR-2116-3p,540
GTF3C3,hsa-miR-223-5p,266
GTF3C3,hsa-miR-29a-3p,1393
GTF3C3,hsa-miR-29b-3p,1392
GTF3C3,hsa-miR-342-3p,21
GTF3C3,hsa-miR-34a-3p,727
GTF3C3,hsa-miR-3617-3p,726
GTF3C3,hsa-miR-3620-5p,901
GTF3C3,hsa-miR-3692-3p,1189
GTF3C3,hsa-miR-3913-3p,411
GTF3C3,hsa-miR-432-5p,570
GTF3C3,hsa-miR-4446-5p,916
GTF3C3,hsa-miR-4492,905
GTF3C3,hsa-miR-455-3p,1243
GTF3C3,hsa-miR-4694-5p,895
GTF3C3,hsa-miR-532-3p,912
GTF3C3,hsa-miR-5589-5p,898
GTF3C3,hsa-miR-584-3p,1190
GTF3C3,hsa-miR-646,18
GTF3C3,hsa-miR-6761-5p,1430
GTF3C3,hsa-miR-6819-3p,924
GTF3C3,hsa-miR-6849-3p,544
GTF3C3,hsa-miR-6877-3p,928
GTF3C3,hsa-miR-7109-3p,925
GTF3C3,hsa-miR-7152-3p,29
GTF3C3,hsa-miR-762,900
GTF3C3,hsa-miR-7976,49
GTF3C3,hsa-miR-935,1148
IL6ST,hsa-miR-10400-3p,480
IL6ST,hsa-miR-12114,4918
IL6ST,hsa-miR-12120,3554
IL6ST,hsa-miR-12129,3148
IL6ST,hsa-miR-1249-5p,4682
IL6ST,hsa-miR-125a-5p,3725
IL6ST,hsa-miR-130b-3p,232
IL6ST,hsa-miR-152-3p,238
IL6ST,hsa-miR-153-3p,4448
IL6ST,hsa-miR-188-5p,2658
IL6ST,hsa-miR-1909-5p,2760
IL6ST,hsa-miR-1972,4776
IL6ST,hsa-miR-202-3p,2820
IL6ST,hsa-miR-298,430
IL6ST,hsa-miR-29b-2-5p,1503
IL6ST,hsa-miR-3120-3p,4208
IL6ST,hsa-miR-3121-3p,5093
IL6ST,hsa-miR-3132,3040
IL6ST,hsa-miR-3164,1959
IL6ST,hsa-miR-3177-5p,530
IL6ST,hsa-miR-320a-3p,485
IL6ST,hsa-miR-320b,485
IL6ST,hsa-miR-320c,487
IL6ST,hsa-miR-329-5p,2504
IL6ST,hsa-miR-3609,2451
IL6ST,hsa-miR-3620-3p,3735
IL6ST,hsa-miR-3649,555
IL6ST,hsa-miR-3651,5069
IL6ST,hsa-miR-3665,2549
IL6ST,hsa-miR-3670,3732
IL6ST,hsa-miR-378a-3p,5381
IL6ST,hsa-miR-378c,5378
IL6ST,hsa-miR-378e,5385
IL6ST,hsa-miR-378h,5381
IL6ST,hsa-miR-378i,5382
IL6ST,hsa-miR-422a,5381
IL6ST,hsa-miR-4287,1291
IL6ST,hsa-miR-4319,3737
IL6ST,hsa-miR-4429,487
IL6ST,hsa-miR-4444,5484
IL6ST,hsa-miR-4451,2831
IL6ST,hsa-miR-4482-3p,3012
IL6ST,hsa-miR-449c-3p,3509
IL6ST,hsa-miR-4506,3048
IL6ST,hsa-miR-4510,4686
IL6ST,hsa-miR-4521,546
IL6ST,hsa-miR-4632-5p,2283
IL6ST,hsa-miR-4653-3p,5020
IL6ST,hsa-miR-4665-5p,757
IL6ST,hsa-miR-4674,481
IL6ST,hsa-miR-4690-3p,1894
IL6ST,hsa-miR-4691-5p,2093
IL6ST,hsa-miR-4700-3p,5501
IL6ST,hsa-miR-4722-5p,4863
IL6ST,hsa-miR-4739,4680
IL6ST,hsa-miR-4793-5p,227
IL6ST,hsa-miR-502-5p,2772
IL6ST,hsa-miR-509-3-5p,1217
IL6ST,hsa-miR-513c-5p,5219
IL6ST,hsa-miR-5189-3p,5524
IL6ST,hsa-miR-541-3p,4786
IL6ST,hsa-miR-548az-5p,3241
IL6ST,hsa-miR-5581-5p,4243
IL6ST,hsa-miR-5685,1892
IL6ST,hsa-miR-571,5478
IL6ST,hsa-miR-6077,5367
IL6ST,hsa-miR-6088,2649
IL6ST,hsa-miR-6133,4687
IL6ST,hsa-miR-6512-3p,1895
IL6ST,hsa-miR-654-5p,4788
IL6ST,hsa-miR-661,1299
IL6ST,hsa-miR-6721-5p,2281
IL6ST,hsa-miR-6742-3p,1301
IL6ST,hsa-miR-6751-5p,2173
IL6ST,hsa-miR-6755-5p,2637
IL6ST,hsa-miR-6756-5p,4788
IL6ST,hsa-miR-6766-5p,4785
IL6ST,hsa-miR-6774-5p,4740
IL6ST,hsa-miR-6784-3p,3737
IL6ST,hsa-miR-6797-5p,4682
IL6ST,hsa-miR-6807-3p,4120
IL6ST,hsa-miR-6830-3p,5407
IL6ST,hsa-miR-6830-5p,2860
IL6ST,hsa-miR-6831-5p,2825
IL6ST,hsa-miR-6838-5p,5517
IL6ST,hsa-miR-6847-3p,475
IL6ST,hsa-miR-6855-5p,1127
IL6ST,hsa-miR-6857-5p,2180
IL6ST,hsa-miR-6862-3p,3734
IL6ST,hsa-miR-6881-5p,4219
IL6ST,hsa-miR-6890-5p,4219
IL6ST,hsa-miR-6893-3p,5463
IL6ST,hsa-miR-6894-5p,4676
IL6ST,hsa-miR-7112-3p,569
IL6ST,hsa-miR-7705,128
IL6ST,hsa-miR-8063,207
IL6ST,hsa-miR-8071,4918
IL6ST,hsa-miR-8086,202
IL6ST,hsa-miR-873-5p,0
IL6ST,hsa-miR-922,4798
JAK3,hsa-miR-11181-3p,1666
JAK3,hsa-miR-1183,701
JAK3,hsa-miR-1199-5p,397
JAK3,hsa-miR-12119,55
JAK3,hsa-miR-12120,1858
JAK3,hsa-miR-12125,1624
JAK3,hsa-miR-12126,1479
JAK3,hsa-miR-12127,402
JAK3,hsa-miR-1224-5p,1345
JAK3,hsa-miR-1225-3p,1896
JAK3,hsa-miR-1226-5p,1106
JAK3,hsa-miR-1249-5p,1792
JAK3,hsa-miR-125a-3p,1667
JAK3,hsa-miR-1265,1738
JAK3,hsa-miR-1266-5p,282
JAK3,hsa-miR-1273h-5p,930
JAK3,hsa-miR-1285-3p,682
JAK3,hsa-miR-1296-3p,1802
JAK3,hsa-miR-1343-5p,1142
JAK3,hsa-miR-143-5p,614
JAK3,hsa-miR-1827,440
JAK3,hsa-miR-186-3p,1232
JAK3,hsa-miR-188-5p,1362
JAK3,hsa-miR-1909-3p,1568
JAK3,hsa-miR-1913,1249
JAK3,hsa-miR-1915-3p,1814
JAK3,hsa-miR-1972,133
JAK3,hsa-miR-204-3p,416
JAK3,hsa-miR-204-5p,1364
JAK3,hsa-miR-211-5p,1363
JAK3,hsa-miR-221-3p,795
JAK3,hsa-miR-222-3p,1114
JAK3,hsa-miR-2276-5p,1428
JAK3,hsa-miR-2467-3p,404
JAK3,hsa-miR-2467-5p,349
JAK3,hsa-miR-25-5p,894
JAK3,hsa-miR-298,1134
JAK3,hsa-miR-301a-5p,1580
JAK3,hsa-miR-301b-5p,1580
JAK3,hsa-miR-3135b,1729
JAK3,hsa-miR-3137,704
JAK3,hsa-miR-3151-5p,1804
JAK3,hsa-miR-3173-3p,1694
JAK3,hsa-miR-3175,1843
JAK3,hsa-miR-3184-5p,51
JAK3,hsa-miR-3187-5p,681
JAK3,hsa-miR-3202,1509
JAK3,hsa-miR-323b-3p,1482
JAK3,hsa-miR-324-3p,378
JAK3,hsa-miR-3652,1801
JAK3,hsa-miR-3665,1672
JAK3,hsa-miR-3679-5p,730
JAK3,hsa-miR-3689a-3p,582
JAK3,hsa-miR-3689b-3p,570
JAK3,hsa-miR-3689c,570
JAK3,hsa-miR-377-5p,402
JAK3,hsa-miR-3918,1813
JAK3,hsa-miR-3921,1457
JAK3,hsa-miR-3929,576
JAK3,hsa-miR-3936,269
JAK3,hsa-miR-3943,1869
JAK3,hsa-miR-423-5p,51
JAK3,hsa-miR-4252,865
JAK3,hsa-miR-4257,1
JAK3,hsa-miR-4313,1244
JAK3,hsa-miR-4323,1820
JAK3,hsa-miR-4430,1801
JAK3,hsa-miR-4478,447
JAK3,hsa-miR-4481,1807
JAK3,hsa-miR-4492,1803
JAK3,hsa-miR-4498,1800
JAK3,hsa-miR-449b-3p,1194
JAK3,hsa-miR-4515,1270
JAK3,hsa-miR-4537,393
JAK3,hsa-miR-4638-3p,1832
JAK3,hsa-miR-4640-5p,217
JAK3,hsa-miR-4646-5p,414
JAK3,hsa-miR-4649-3p,1884
JAK3,hsa-miR-4660,45
JAK3,hsa-miR-4661-3p,1236
JAK3,hsa-miR-4676-5p,21
JAK3,hsa-miR-4685-5p,271
JAK3,hsa-miR-4688,50
JAK3,hsa-miR-4689,1663
JAK3,hsa-miR-4690-3p,1877
JAK3,hsa-miR-4691-3p,1190
JAK3,hsa-miR-4691-5p,1162
JAK3,hsa-miR-4695-5p,898
JAK3,hsa-miR-4710,1347
JAK3,hsa-miR-4717-5p,130
JAK3,hsa-miR-4722-5p,428
JAK3,hsa-miR-4725-5p,1603
JAK3,hsa-miR-4726-5p,218
JAK3,hsa-miR-4734,0
JAK3,hsa-miR-4745-5p,1802
JAK3,hsa-miR-4747-5p,1752
JAK3,hsa-miR-4751,75
JAK3,hsa-miR-4757-5p,68
JAK3,hsa-miR-4758-3p,201
JAK3,hsa-miR-4764-5p,1737
JAK3,hsa-miR-4767,953
JAK3,hsa-miR-4793-3p,375
JAK3,hsa-miR-4793-5p,1017
JAK3,hsa-miR-4796-3p,1687
JAK3,hsa-miR-483-5p,1052
JAK3,hsa-miR-485-5p,926
JAK3,hsa-miR-486-3p,50
JAK3,hsa-miR-5001-5p,1796
JAK3,hsa-miR-5004-5p,1340
JAK3,hsa-miR-5006-5p,1381
JAK3,hsa-miR-5008-5p,60
JAK3,hsa-miR-502-5p,233
JAK3,hsa-miR-508-5p,853
JAK3,hsa-miR-516a-3p,1171
JAK3,hsa-miR-516b-3p,1171
JAK3,hsa-miR-5189-5p,681
JAK3,hsa-miR-5196-5p,1751
JAK3,hsa-miR-5685,1876
JAK3,hsa-miR-5693,610
JAK3,hsa-miR-602,1220
JAK3,hsa-miR-6081,1655
JAK3,hsa-miR-6086,406
JAK3,hsa-miR-6089,1059
JAK3,hsa-miR-612,680
JAK3,hsa-miR-6134,575
JAK3,hsa-miR-635,1479
JAK3,hsa-miR-642a-5p,1428
JAK3,hsa-miR-642b-5p,1428
JAK3,hsa-miR-6499-5p,951
JAK3,hsa-miR-650,1695
JAK3,hsa-miR-6511a-5p,1204
JAK3,hsa-miR-6512-3p,854
JAK3,hsa-miR-6515-5p,1795
JAK3,hsa-miR-6529-5p,1150
JAK3,hsa-miR-661,617
JAK3,hsa-miR-665,703
JAK3,hsa-miR-6720-3p,950
JAK3,hsa-miR-6720-5p,854
JAK3,hsa-miR-6722-3p,1565
JAK3,hsa-miR-6730-3p,190
JAK3,hsa-miR-6741-5p,618
JAK3,hsa-miR-6743-5p,50
JAK3,hsa-miR-6745,1275
JAK3,hsa-miR-6747-5p,98
JAK3,hsa-miR-6749-5p,39
JAK3,hsa-miR-6751-3p,1457
JAK3,hsa-miR-6751-5p,100
JAK3,hsa-miR-6752-5p,97
JAK3,hsa-miR-6758-5p,53
JAK3,hsa-miR-6762-5p,279
JAK3,hsa-miR-6764-5p,1813
JAK3,hsa-miR-6765-5p,921
JAK3,hsa-miR-6768-3p,152
JAK3,hsa-miR-6771-5p,448
JAK3,hsa-miR-6776-5p,621
JAK3,hsa-miR-6777-5p,1144
JAK3,hsa-miR-6778-5p,566
JAK3,hsa-miR-6779-5p,566
JAK3,hsa-miR-6780a-5p,580
JAK3,hsa-miR-6781-5p,1105
JAK3,hsa-miR-6791-5p,363
JAK3,hsa-miR-6797-5p,1790
JAK3,hsa-miR-6798-5p,285
JAK3,hsa-miR-6803-5p,101
JAK3,hsa-miR-6805-5p,279
JAK3,hsa-miR-6808-5p,431
JAK3,hsa-miR-6814-5p,1862
JAK3,hsa-miR-6830-5p,1861
JAK3,hsa-miR-6834-5p,1750
JAK3,hsa-miR-6835-5p,1760
JAK3,hsa-miR-6837-5p,278
JAK3,hsa-miR-6840-3p,702
JAK3,hsa-miR-6842-5p,100
JAK3,hsa-miR-6845-5p,283
JAK3,hsa-miR-6847-3p,1087
JAK3,hsa-miR-6849-3p,1260
JAK3,hsa-miR-6856-5p,52
JAK3,hsa-miR-6858-5p,1664
JAK3,hsa-miR-6860,685
JAK3,hsa-miR-6861-5p,360
JAK3,hsa-miR-6884-5p,441
JAK3,hsa-miR-6889-5p,1143
JAK3,hsa-miR-6892-3p,1626
JAK3,hsa-miR-6894-5p,727
JAK3,hsa-miR-6895-5p,1811
JAK3,hsa-miR-7106-5p,569
JAK3,hsa-miR-7110-5p,98
JAK3,hsa-miR-7112-5p,0
JAK3,hsa-miR-7151-3p,140
JAK3,hsa-miR-7160-5p,440
JAK3,hsa-miR-7162-3p,1853
JAK3,hsa-miR-762,1798
JAK3,hsa-miR-765,1659
JAK3,hsa-miR-766-3p,851
JAK3,hsa-miR-769-5p,6
JAK3,hsa-miR-7703,374
JAK3,hsa-miR-7851-3p,416
JAK3,hsa-miR-7977,1200
JAK3,hsa-miR-8071,1275
JAK3,hsa-miR-8080,1786
JAK3,hsa-miR-877-5p,86
JAK3,hsa-miR-939-5p,1141
JAK3,hsa-miR-940,436
JAK3,hsa-miR-9899,951
KLC4,hsa-miR-1200,166
KLC4,hsa-miR-12119,247
KLC4,hsa-miR-1224-3p,228
KLC4,hsa-miR-1226-5p,28
KLC4,hsa-miR-1249-5p,135
KLC4,hsa-miR-128-2-5p,0
KLC4,hsa-miR-140-3p,190
KLC4,hsa-miR-149-3p,337
KLC4,hsa-miR-15b-5p,112
KLC4,hsa-miR-2110,65
KLC4,hsa-miR-2467-3p,342
KLC4,hsa-miR-3127-3p,88
KLC4,hsa-miR-3136-5p,279
KLC4,hsa-miR-3160-3p,132
KLC4,hsa-miR-3189-3p,224
KLC4,hsa-miR-3190-5p,301
KLC4,hsa-miR-3194-5p,298
KLC4,hsa-miR-3661,1
KLC4,hsa-miR-3921,249
KLC4,hsa-miR-3943,291
KLC4,hsa-miR-4260,223
KLC4,hsa-miR-4271,64
KLC4,hsa-miR-4300,138
KLC4,hsa-miR-4329,132
KLC4,hsa-miR-4472,21
KLC4,hsa-miR-4510,335
KLC4,hsa-miR-4530,11
KLC4,hsa-miR-4535,364
KLC4,hsa-miR-4538,308
KLC4,hsa-miR-4632-5p,117
KLC4,hsa-miR-4651,22
KLC4,hsa-miR-4653-5p,250
KLC4,hsa-miR-4685-5p,310
KLC4,hsa-miR-4689,141
KLC4,hsa-miR-4690-5p,259
KLC4,hsa-miR-4708-3p,314
KLC4,hsa-miR-4721,30
KLC4,hsa-miR-4725-3p,63
KLC4,hsa-miR-4728-5p,334
KLC4,hsa-miR-4739,336
KLC4,hsa-miR-4741,27
KLC4,hsa-miR-4751,194
KLC4,hsa-miR-491-5p,64
KLC4,hsa-miR-492,353
KLC4,hsa-miR-497-5p,113
KLC4,hsa-miR-518d-5p,199
KLC4,hsa-miR-518e-5p,199
KLC4,hsa-miR-518f-5p,199
KLC4,hsa-miR-519a-5p,199
KLC4,hsa-miR-519b-5p,199
KLC4,hsa-miR-519c-5p,199
KLC4,hsa-miR-520c-5p,199
KLC4,hsa-miR-520g-5p,198
KLC4,hsa-miR-522-5p,199
KLC4,hsa-miR-523-5p,199
KLC4,hsa-miR-526a-5p,199
KLC4,hsa-miR-544b,171
KLC4,hsa-miR-5591-5p,132
KLC4,hsa-miR-608,18
KLC4,hsa-miR-6127,342
KLC4,hsa-miR-6129,139
KLC4,hsa-miR-6133,342
KLC4,hsa-miR-637,0
KLC4,hsa-miR-6716-5p,44
KLC4,hsa-miR-6726-5p,135
KLC4,hsa-miR-6735-5p,121
KLC4,hsa-miR-6751-5p,21
KLC4,hsa-miR-6752-5p,19
KLC4,hsa-miR-6756-3p,87
KLC4,hsa-miR-6756-5p,11
KLC4,hsa-miR-6766-5p,10
KLC4,hsa-miR-6780b-5p,61
KLC4,hsa-miR-6782-5p,64
KLC4,hsa-miR-6785-5p,338
KLC4,hsa-miR-6793-3p,292
KLC4,hsa-miR-6795-5p,9
KLC4,hsa-miR-6796-5p,21
KLC4,hsa-miR-6797-5p,138
KLC4,hsa-miR-6803-5p,21
KLC4,hsa-miR-6804-5p,177
KLC4,hsa-miR-6837-3p,85
KLC4,hsa-miR-6837-5p,319
KLC4,hsa-miR-6842-3p,303
KLC4,hsa-miR-6842-5p,21
KLC4,hsa-miR-6852-5p,0
KLC4,hsa-miR-6858-5p,139
KLC4,hsa-miR-6873-5p,151
KLC4,hsa-miR-6883-5p,336
KLC4,hsa-miR-6887-5p,15
KLC4,hsa-miR-7109-5p,14
KLC4,hsa-miR-711,12
KLC4,hsa-miR-7110-5p,22
KLC4,hsa-miR-761,265
KLC4,hsa-miR-7843-5p,117
KLC4,hsa-miR-7851-3p,2
KLC4,hsa-miR-7974,25
KLC4,hsa-miR-877-5p,196
KLC4,hsa-miR-92a-2-5p,18
MBNL3,hsa-miR-10393-3p,5875
MBNL3,hsa-miR-10394-5p,703
MBNL3,hsa-miR-10397-5p,5971
MBNL3,hsa-miR-11181-3p,3600
MBNL3,hsa-miR-1182,1482
MBNL3,hsa-miR-12118,2051
MBNL3,hsa-miR-12119,7967
MBNL3,hsa-miR-12120,3831
MBNL3,hsa-miR-1233-5p,5794
MBNL3,hsa-miR-1243,5582
MBNL3,hsa-miR-1266-3p,1313
MBNL3,hsa-miR-1272,9336
MBNL3,hsa-miR-1276,9469
MBNL3,hsa-miR-1291,6147
MBNL3,hsa-miR-1301-3p,4783
MBNL3,hsa-miR-132-5p,6510
MBNL3,hsa-miR-134-3p,8762
MBNL3,hsa-miR-150-5p,998
MBNL3,hsa-miR-1587,6184
MBNL3,hsa-miR-1843,27
MBNL3,hsa-miR-188-3p,2013
MBNL3,hsa-miR-18b-3p,2705
MBNL3,hsa-miR-1909-3p,1461
MBNL3,hsa-miR-1912-5p,5951
MBNL3,hsa-miR-194-3p,5797
MBNL3,hsa-miR-1976,9552
MBNL3,hsa-miR-198,8904
MBNL3,hsa-miR-204-3p,8022
MBNL3,hsa-miR-2115-3p,3975
MBNL3,hsa-miR-2116-3p,3545
MBNL3,hsa-miR-215-3p,572
MBNL3,hsa-miR-2276-5p,1270
MBNL3,hsa-miR-2355-5p,9570
MBNL3,hsa-miR-2392,210
MBNL3,hsa-miR-23a-5p,6028
MBNL3,hsa-miR-24-3p,956
MBNL3,hsa-miR-2682-5p,9031
MBNL3,hsa-miR-29b-1-5p,8064
MBNL3,hsa-miR-29b-2-5p,8064
MBNL3,hsa-miR-302a-3p,1321
MBNL3,hsa-miR-302b-3p,1321
MBNL3,hsa-miR-302c-3p,1321
MBNL3,hsa-miR-302d-3p,1321
MBNL3,hsa-miR-302e,1327
MBNL3,hsa-miR-3064-5p,125
MBNL3,hsa-miR-3124-3p,1074
MBNL3,hsa-miR-3126-3p,6366
MBNL3,hsa-miR-3130-3p,9165
MBNL3,hsa-miR-3136-5p,1191
MBNL3,hsa-miR-3137,10072
MBNL3,hsa-miR-3150a-3p,1233
MBNL3,hsa-miR-3160-3p,3557
MBNL3,hsa-miR-3173-3p,2050
MBNL3,hsa-miR-3173-5p,9801
MBNL3,hsa-miR-3174,4110
MBNL3,hsa-miR-3188,1504
MBNL3,hsa-miR-3190-5p,9746
MBNL3,hsa-miR-3192-3p,8359
MBNL3,hsa-miR-320a-5p,5200
MBNL3,hsa-miR-328-3p,2707
MBNL3,hsa-miR-328-5p,6604
MBNL3,hsa-miR-331-3p,1977
MBNL3,hsa-miR-339-5p,1304
MBNL3,hsa-miR-33a-5p,9898
MBNL3,hsa-miR-33b-5p,9899
MBNL3,hsa-miR-342-3p,4980
MBNL3,hsa-miR-361-5p,8577
MBNL3,hsa-miR-3614-3p,5202
MBNL3,hsa-miR-3620-5p,6182
MBNL3,hsa-miR-3650,4988
MBNL3,hsa-miR-3665,9978
MBNL3,hsa-miR-3677-5p,2706
MBNL3,hsa-miR-3688-3p,13
MBNL3,hsa-miR-3689a-3p,5797
MBNL3,hsa-miR-3689b-3p,5797
MBNL3,hsa-miR-3689c,5797
MBNL3,hsa-miR-3692-3p,3425
MBNL3,hsa-miR-374c-3p,295
MBNL3,hsa-miR-378g,9753
MBNL3,hsa-miR-3912-5p,6339
MBNL3,hsa-miR-3916,8895
MBNL3,hsa-miR-3918,8858
MBNL3,hsa-miR-3928-3p,2046
MBNL3,hsa-miR-3929,5224
MBNL3,hsa-miR-3934-3p,2463
MBNL3,hsa-miR-425-3p,8707
MBNL3,hsa-miR-4269,9524
MBNL3,hsa-miR-4297,9218
MBNL3,hsa-miR-4318,310
MBNL3,hsa-miR-4418,10046
MBNL3,hsa-miR-4435,9742
MBNL3,hsa-miR-4436a,9038
MBNL3,hsa-miR-4452,8639
MBNL3,hsa-miR-4456,9628
MBNL3,hsa-miR-4469,1271
MBNL3,hsa-miR-4478,5230
MBNL3,hsa-miR-4496,8897
MBNL3,hsa-miR-449c-5p,9028
MBNL3,hsa-miR-4513,1191
MBNL3,hsa-miR-452-5p,1413
MBNL3,hsa-miR-4524a-3p,2556
MBNL3,hsa-miR-4539,8598
MBNL3,hsa-miR-4632-5p,8450
MBNL3,hsa-miR-4640-5p,8853
MBNL3,hsa-miR-4646-5p,8020
